id;lemmat;topic
1;['faculty', 'staff', 'graduate', 'student', 'explore', 'digital', 'resource', 'reflect', 'possibility', 'challenge', 'new', 'technology', 'consult', 'expert', 'project', 'development', 'digital', 'research', 'collaborate', 'innovative', 'research', 'teaching', 'project', 'assist', 'creation', 'training', 'new', 'project', 'engage', 'project', 'lead', 'work', 'fill', 'form', 'open', 'pdf', 'host', 'event', 'workshop', 'talk', 'lunch', 'discussion', 'interested', 'learn', 'field', 'involve', 'digital', 'work', 'ua', 'faculty', 'staff', 'graduate', 'student', 'register', 'access', 'space', 'project', 'work', 'review', 'policy', 'order', 'access', 'faculty', 'staff', 'need', 'fill', 'form', 'strive', 'encourage', 'engage', 'faculty', 'graduate', 'student', 'art', 'humanity', 'perform', 'art', 'digital', 'research', 'support', 'exploration', 'application', 'technology', 'art', 'humanity', 'research', 'teaching', 'provide', 'venue', 'collaborative', 'development', 'hosting', 'research', 'project', 'foster', 'interdisciplinary', 'approach', 'digital', 'research', 'question', 'feature', 'prominent', 'digital', 'scholar', 'colloquium', 'facilitate', 'new', 'research', 'agenda', 'participate', 'international', 'standard', 'good', 'practice', 'conduct', 'research', 'research', 'enhance', 'collaboration', 'library', 'faculty', 'scholar', 'provide', 'opportunity', 'collaborate', 'grant', 'funding', 'seek', 'source', 'financial', 'support', 'create', 'accessible', 'project'];[(0, 0.16225319), (2, 0.83004147)]
2;['mission', 'academy', 'sciences', 'instal', 'research', 'institute', 'declare', 'intention', 'foster', 'humanity', 'apply', 'digital', 'method', 'tool', 'wide', 'range', 'academic', 'field', 'late', 'institute', 'undergo', 'major', 'restructuring', 'result', 'main', 'area', 'infrastructure', 'service', 'research', 'cultural', 'heritage', 'research', 'course', 'reorganisation', 'number', 'research', 'group', 'attach', 'institute', 'january', 'enlarge', 'cultural', 'heritage', 'acdh', 'ch', 'bring', 'focal', 'point', 'academy', 'sciences', 'institute', 'pursue', 'basic', 'research', 'humanity', 'long', 'term', 'project', 'development', 'preservation', 'cultural', 'heritage', 'b', 'research', 'methodological', 'theoretical', 'paradigm', 'digital', 'documentation', 'processing', 'research', 'visualisation', 'acdh', 'ch', 'pillar', 'intend', 'increasingly', 'cross', 'fertilise', 'contribute', 'development', 'joint', 'work', 'rich', 'treasure', 'europe', 'cultural', 'm', 'infrastructural', 'unit', 'offer', 'grow', 'portfolio', 'service', 'run', 'repository', 'digital', 'resource', 'host', 'publishing', 'datum', 'develop', 'software', 'work', 'tightly', 'knit', 'network', 'specialised', 'knowledge', 'center', 'europe', 'offer', 'advice', 'guidance', 'research', 'community', 'dh', 'research', 'team', 'mainly', 'concerned', 'language', 'relate', 'question', 'focus', 'historical', 'question', 'current', 'project', 'cover', 'wide', 'range', 'humanity', 'domain', 'investigate', 'technical', 'standard', 'infrastructure', 'component', 'semantic', 'technology', 'text', 'technological', 'method', 'activity', 'embed', 'european', 'infrastructure', 'consortia', 'clarin', 'eric', 'dariah', 'eu', 'ch', 'pillar', 'acdh', 'ch', 'focus', 'long', 'term', 'research', 'activity', 'öaw', 'current', 'ch', 'research', 'group', 'mainly', 'concerned', 'research', 'language', 'music', 'literature', 'biography', 'special', 'emphasis', 'context'];[(6, 0.9933123)]
4;['circa', 'canadian', 'institute', 'research', 'computing', 'art', 'foster', 'development', 'new', 'computing', 'methodology', 'new', 'computer', 'base', 'resource', 'research', 'teaching', 'humanity', 'advance', 'state', 'humanity', 'research', 'computing', 'university', 'alberta', 'circa', 'mission', 'conduct', 'research', 'application', 'computer', 'research', 'teaching', 'art', 'discipline', 'promote', 'facilitate', 'development', 'innovative', 'computer', 'base', 'project', 'art', 'research', 'develop', 'community', 'university', 'research', 'opportunity', 'area', 'develop', 'maintain', 'relationship', 'lead', 'similar', 'research', 'institutes', 'world', 'order', 'fully', 'participate', 'international', 'research', 'area'];[(0, 0.9810775)]
5;['interdisciplinary', 'research', 'center', 'devote', 'build', 'knowledge', 'infrastructure', 'use', 'digital', 'evidence', 'foster', 'community', 'practice', 'discipline', 'profession', 'model', 'critical', 'approach', 'role', 'datum', 'technology', 'research', 'daily', 'life', 'team', 'consist', 'developer', 'designer', 'scholar', 'writer', 'teacher', 'mission', 'statement', 'humanity', 'research', 'intersect', 'datum', 'computer', 'information', 'science', 'foster', 'innovation', 'academic', 'methodology', 'technology', 'design', 'collaborative', 'research', 'practice', 'believe', 'technology', 'act', 'service', 'future', 'humanity', 'application', 'humanistic', 'approach', 'enable', 'creation', 'well', 'technology', 'collaborate', 'faculty', 'graduate', 'student', 'publish', 'research', 'model', 'good', 'practice', 'software', 'development', 'ux', 'design', 'datum', 'curation', 'project', 'management', 'currently', 'work', 'develop', 'curricular', 'pathway', 'certificate', 'program', 'undergraduate', 'interested', 'intersection', 'humanity', 'computation', 'social', 'justice', 'research', 'partner', 'princeton', 'faculty', 'student', 'fellow', 'library', 'colleague', 'incubate', 'innovative', 'project', 'multiple', 'stage', 'development', 'small', 'seed', 'grant', 'peer', 'review', 'charter', 'project', 'involve', 'development', 'design', 'team', 'project', 'management', 'methodology', 'staff', 'time', 'consultation', 'staff', 'member', 'consult', 'project', 'stage', 'development', 'facilitate', 'collaboration', 'connection', 'campus', 'teach', 'staff', 'affiliated', 'researcher', 'teach', 'undergraduate', 'graduate', 'level', 'dh', 'course', 'undergraduate', 'student', 'enroll', 'introduction', 'course', 'pursue', 'path', 'digital', 'approach', 'humanity', 'humanistic', 'study', 'certificate', 'humanity', 'computing', 'curriculum', 'committee', 'promote', 'integration', 'scholarly', 'approach', 'humanity', 'computer', 'science', 'undergraduate', 'curriculum', 'graduate', 'student', 'training', 'helps', 'foster', 'vibrant', 'community', 'princeton', 'graduate', 'student', 'train', 'graduate', 'student', 'innovative', 'computational', 'analysis', 'research', 'project', 'management', 'skill', 'offer', 'opportunity', 'scholarly', 'professional', 'growth', 'event', 'host', 'co', 'host', 'wide', 'range', 'event', 'design', 'bring', 'great', 'awareness', 'research', 'method', 'discovery', 'princeton', 'community', 'center', 'foster', 'discussion', 'campus', 'actively', 'engage', 'debate', 'critical', 'issue', 'field'];[(0, 0.10732196), (5, 0.7269261), (6, 0.16212633)]
6;['research', 'education', 'subdivision', 'perm', 'state', 'universityоткрывается', 'в', 'новом', 'окне', 'establish', 'january', 'main', 'purpose', 'center', 'activity', 'organize', 'conduct', 'fundamental', 'apply', 'interdisciplinary', 'research', 'cover', 'wide', 'range', 'educational', 'activity', 'field', 'information', 'technology', 'humanity', 'scientific', 'director', 'assoc', 'prof', 'nadezhda', 'povroznik', 'list', 'publicationsоткрывается', 'в', 'новом', 'окне', 'establish', 'january', 'foundation', 'laboratory', 'historical', 'political', 'information', 'science', 'historical', 'political', 'faculty', 'interfaculty', 'scientific', 'educational', 'department', 'conduct', 'research', 'activity', 'broad', 'field', 'application', 'information', 'technology', 'humanity', 'employee', 'center', 'member', 'russian', 'international', 'professional', 'association', 'european', 'association', 'nordic', 'country', 'russian', 'association', 'history', 'computer', 'association', 'textual', 'heritage', 'center', 'carry', 'scientific', 'educational', 'popular', 'scientific', 'project', 'history', 'zemstvo', 'institution', 'parliamentarism', 'regional', 'periodical', 'theoretical', 'research', 'historical', 'informatic', 'create', 'digital', 'resource', 'history', 'cultural', 'heritage', 'list', 'projectsоткрывается', 'в', 'новом', 'окне', 'russian', 'teacher', 'researcher', 'student', 'history', 'politic', 'mechanic', 'math', 'philosophy', 'sociology', 'faculty', 'perm', 'university', 'work', 'center', 'center', 'cooperate', 'faculty', 'philology', 'gis', 'center', 'history', 'museum', 'perm', 'university', 'unit', 'perm', 'university', 'staff', 'center', 'train', 'program', 'field', 'historical', 'information', 'science', 'university', 'cologne', 'leipzig', 'graz', 'lion', 'prague', 'specialized', 'summer', 'school', 'kazan', 'izhevsk', 'ufa', 'center', 'implement', 'joint', 'project', 'perm', 'art', 'gallery', 'perm', 'regional', 'museum', 'state', 'archive', 'perm', 'region', 'museum', 'contemporary', 'art', 'permm', 'cultural', 'heritage', 'institution', 'perm', 'krai', 'cooperation', 'agreement', 'sign', 'cyprus', 'university', 'technology', 'develop', 'information', 'resource', 'include', 'perm', 'provincial', 'periodical', 'в', 'новом', 'окне', 'history', 'orient', 'information', 'systemsоткрывается', 'в', 'новом', 'окне', 'parliamentary', 'history', 'late', 'imperial', 'russiaоткрывается', 'в', 'новом', 'окне', 'virtual', 'antique', 'collection', 'history', 'museum', 'perm', 'universityоткрывается', 'в', 'новом', 'окне', 'virtual', 'tour', 'exhibition', 'know', 'manage', 'universeоткрывается', 'в', 'новом', 'окне', 'portal', 'museum', 'perm', 'universityоткрывается', 'в', 'новом', 'окне', 'center', 'win', 'time', 'university', 'competition', 'innovator', 'year', 'category', 'team', 'innovator', 'year', 'social', 'humanitarian', 'sphere', 'center', 'conduct', 'education', 'course', 'field', 'admission', 'master', 'program', 'field', 'digital', 'technology', 'sociocultural', 'art', 'practice', 'hold', 'master', 'program', 'prepare', 'graduate', 'high', 'level', 'knowledge', 'humanity', 'professional', 'skill', 'information', 'technology', 'ready', 'apply', 'sociocultural', 'art', 'practice', 'magistracy', 'program', 'academic', 'mobility', 'cooperation', 'baltic', 'federal', 'university', 'name', 'immanuel', 'kant', 'organize', 'scientific', 'conference', 'include', 'international', 'conference', 'resource', 'method', 'researchоткрывается', 'в', 'новом', 'окне', 'conference', 'natural', 'science', 'method', 'digital', 'humanitarian', 'environmentоткрывается', 'в', 'новом', 'окне'];[(6, 0.99521816)]
7;['cdrh', 'governance', 'document', 'digital', 'research', 'humanity', 'joint', 'initiative', 'university', 'nebraska', 'lincoln', 'library', 'college', 'art', 'science', 'vision', 'advance', 'cultural', 'inquiry', 'public', 'good', 'mission', 'center', 'community', 'researcher', 'collaborate', 'build', 'digital', 'content', 'system', 'order', 'generate', 'express', 'knowledge', 'humanity', 'mentor', 'emerge', 'voice', 'advance', 'digital', 'future', 'value', 'believe', 'humanity', 'achieve', 'scope', 'function', 'place', 'life', 'value', 'form', 'humanistic', 'inquiry', 'value', 'work', 'priority', 'cdrh', 'community', 'member', 'role', 'university', 'include', 'student', 'faculty', 'staff', 'academic', 'leadership', 'value', 'good', 'communication', 'transparency', 'constructive', 'dialogue', 'knowledge', 'sharing', 'respectful', 'listening', 'recognize', 'local', 'community', 'people', 'nebraska', 'audience', 'cdrh', 'work', 'source', 'creative', 'meaningful', 'collaboration', 'value', 'innovation', 'honor', 'disciplinary', 'tradition', 'encourage', 'curiosity', 'learn', 'failure', 'embrace', 'difference', 'practice', 'patience', 'order', 'create', 'nurturing', 'humane', 'community', 'value', 'reparative', 'work', 'cdrh', 'community', 'engage', 'underrepresented', 'community', 'story', 'experience', 'background', 'digital', 'research', 'humanity', 'promote', 'collaborative', 'transdisciplinary', 'research', 'encourage', 'grant', 'humanity', 'endowment', 'center', 'provide', 'mentor', 'opportunity', 'generation', 'humanity', 'scholar', 'program', 'excellence', 'center', 'foster', 'serve', 'catalyst', 'research', 'provide', 'space', 'collaborative', 'research', 'team', 'meet', 'technological', 'support', 'infrastructure', 'long', 'term', 'sustainability', 'research', 'connection', 'international', 'research', 'network', 'faculty', 'fellow', 'center', 'tenure', 'home', 'anthropology', 'art', 'art', 'history', 'classic', 'religious', 'study', 'english', 'history', 'library', 'center', 'serve', 'discipline', 'research', 'intersect', 'humanity', 'endowment', 'funding', 'national', 'endowment', 'humanity', 'private', 'donor', 'center', 'support', 'early', 'career', 'humanity', 'scholar', 'involve', 'community', 'university', 'nebraska', 'lincoln', 'broad', 'opportunity', 'involvement', 'co', 'director', 'center', 'available', 'consult', 'university', 'nebraska', 'faculty', 'member', 'research', 'goal', 'planning', 'director', 'connect', 'work', 'similar', 'area', 'suggest', 'research', 'team', 'member', 'assist', 'identify', 'grant', 'opportunity', 'grant', 'writing', 'dh', 'dialogue', 'monthly', 'presentation', 'different', 'topic', 'interest', 'humanity', 'hold', 'academic', 'year', 'interested', 'university', 'nebraska', 'welcome', 'attend', 'nebraska', 'forum', 'hold', 'annually', 'forum', 'include', 'public', 'lecture', 'panel', 'day', 'activity', 'highlight', 'work', 'early', 'career', 'scholar', 'information', 'especially', 'early', 'career', 'scholar', 'student', 'opportunity', 'section', 'website', 'connection', 'wide', 'world', 'follow', 'link', 'useful', 'reviewer', 'need', 'information', 'standard', 'resource', 'center', 'found', 'member', 'centernet', 'international', 'network', 'center', 'institutional', 'member', 'tei', 'consortium', 'national', 'humanities', 'alliance', 'consortium', 'humanity', 'center', 'institute', 'center', 'member', 'humanity', 'wall', 'consortium', 'university', 'midwest', 'fund', 'andrew', 'mellon', 'foundation', 'cdrh', 'strategic', 'objective', 'assemble', 'strategic', 'planning', 'task', 'force', 'matt', 'cohen', 'karin', 'dalziel', 'carrie', 'heitman', 'chair', 'isabel', 'velázquez', 'draft', 'version', 'circulate', 'cdrh', 'community', 'september', 'public', 'discussion', 'thereof', 'occur', 'cdrh', 'retreat', 'september', 'aggregate', 'edit', 'comment', 'compile', 'october', 'committee', 'discuss', 'strategy', 'revision', 'october', 'committee', 'revision', 'complete', 'october', 'revise', 'version', 'circulate', 'cdrh', 'community', 'october', 'committee', 'revision', 'complete', 'november', 'ad', 'hoc', 'committee', 'task', 'draft', 'strategic', 'objective', 'digital', 'research', 'humanity', 'process', 'retrospective', 'accomplishment', 'metric', 'past', 'year', 'prospective', 'community', 'want', 'gather', 'historic', 'datum', 'appendix', 'help', 'inform', 'idea', 'metric', 'future', 'success', 'follow', 'strategic', 'objective', 'embody', 'guide', 'commitment', 'cdrh', 'identify', 'challenge', 'change', 'exist', 'structure', 'systemic', 'racism', 'commitment', 'central', 'cdrh', 'vision', 'mission', 'value', 'pertain', 'way', 'support', 'student', 'conduct', 'research', 'interact', 'community', 'serve', 'fundamental', 'question', 'guide', 'objective', 'support', 'anti', 'racism', 'help', 'dismantle', 'structural', 'racism', 'measure', 'success', 'objective', 'redress', 'historical', 'silence', 'field', 'lead', 'center', 'scholarship', 'cdrh', 'seek', 'redress', 'historical', 'silencing', 'marginalize', 'oppress', 'increase', 'engagement', 'critical', 'research', 'cultural', 'preservation', 'recovery', 'cdrh', 'aim', 'intensify', 'work', 'space', 'bring', 'silence', 'archive', 'public', 'nurture', 'generation', 'digital', 'humanist', 'expand', 'historical', 'research', 'conduct', 'critical', 'work', 'big', 'datum', 'classification', 'machine', 'learning', 'grow', 'collaboration', 'underrepresented', 'community', 'example', 'tactic', 'diversify', 'cdrh', 'staff', 'faculty', 'collaborator', 'student', 'provide', 'guidance', 'hire', 'practice', 'project', 'advisory', 'board', 'provide', 'access', 'resource', 'address', 'internal', 'bias', 'build', 'digital', 'ethnic', 'study', 'initiative', 'expand', 'diversify', 'dh', 'pipeline', 'term', 'representation', 'scholarship', 'increase', 'local', 'community', 'collaboration', 'nebraska', 'increase', 'national', 'international', 'community', 'collaboration', 'prioritize', 'project', 'critically', 'engage', 'history', 'obscure', 'racism', 'colonialism', 'homophobia', 'xenophobia', 'sexism', 'form', 'oppression', 'prejudice', 'metric', 'measurable', 'increase', 'number', 'minority', 'cdrh', 'staff', 'student', 'contributor', 'fellow', 'leadership', 'collaborator', 'resource', 'dedicate', 'recovery', 'preservation', 'project', 'include', 'external', 'funding', 'seek', 'receive', 'fund', 'total', 'historical', 'research', 'critical', 'analysis', 'datum', 'classification', 'machine', 'learning', 'algorithm', 'number', 'visitor', 'cdrh', 'web', 'base', 'project', 'devote', 'historical', 'research', 'archive', 'number', 'event', 'conference', 'workshop', 'talk', 'digital', 'effort', 'cultural', 'unsilence', 'recovery', 'objective', 'expand', 'reach', 'project', 'base', 'experiential', 'learning', 'mentorship', 'remit', 'governance', 'structure', 'cdrh', 'seek', 'increase', 'experiential', 'learning', 'mentorship', 'opportunity', 'undergraduate', 'graduate', 'student', 'allow', 'digital', 'scholar', 'century', 'opportunity', 'include', 'hand', 'experience', 'technical', 'project', 'development', 'critical', 'thinking', 'skill', 'team', 'base', 'collaboration', 'humanistic', 'engagement', 'reflective', 'inquiry', 'example', 'tactic', 'funding', 'staff', 'development', 'dedicated', 'staff', 'time', 'allocate', 'support', 'project', 'base', 'technical', 'training', 'student', 'identify', 'document', 'faculty', 'student', 'mentoring', 'opportunity', 'identify', 'new', 'avenue', 'funding', 'student', 'intern', 'external', 'opportunity', 'acm', 'gsef', 'btaa', 'srop', 'program', 'internal', 'fund', 'create', 'central', 'place', 'list', 'student', 'opportunity', 'project', 'base', 'position', 'engage', 'project', 'faculty', 'expand', 'number', 'ucare', 'fyre', 'student', 'undergraduate', 'create', 'guideline', 'involve', 'student', 'cdrh', 'project', 'review', 'cdrh', 'governance', 'document', 'consider', 'cdrh', 'relationship', 'pedagogy', 'change', 'consider', 'pedagogy', 'support', 'add', 'purpose', 'contribute', 'classroom', 'instruction', 'coordination', 'university', 'nebraska', 'lincoln', 'library', 'cas', 'instructor', 'metric', 'measurable', 'increase', 'undergraduate', 'graduate', 'student', 'list', 'collaborator', 'cdrh', 'project', 'number', 'student', 'receive', 'formal', 'mentoring', 'academic', 'experience', 'student', 'lead', 'research', 'publication', 'technical', 'innovation', 'ucare', 'fyre', 'student', 'work', 'cdrh', 'number', 'student', 'pursue', 'dh', 'minor', 'certificate', 'objective', 'enhance', 'focus', 'people', 'statement', 'vision', 'mission', 'value', 'cdrh', 'articulate', 'commitment', 'value', 'human', 'contribution', 'concern', 'computational', 'capability', 'internally', 'focus', 'people', 'mean', 'recognize', 'contribution', 'individual', 'community', 'university', 'nebraska', 'lincoln', 'faculty', 'staff', 'student', 'valuable', 'resource', 'objective', 'recognize', 'merit', 'low', 'minimal', 'computing', 'approach', 'externally', 'commitment', 'mindful', 'integrity', 'community', 'conduct', 'research', 'example', 'tactic', 'document', 'credit', 'cdrh', 'project', 'contributor', 'staff', 'student', 'faculty', 'support', 'end', 'project', 'checklist', 'nominate', 'faculty', 'student', 'staff', 'institutional', 'national', 'international', 'dh', 'award', 'invest', 'people', 'develop', 'human', 'talent', 'pipeline', 'expand', 'training', 'opportunity', 'hilt', 'dhsi', 'etc', 'recognize', 'celebrate', 'success', 'individual', 'dh', 'project', 'team', 'create', 'internal', 'set', 'checklist', 'hire', 'promotion', 'help', 'ensure', 'cdrh', 'healthy', 'workspace', 'welcoming', 'intellectual', 'community', 'involve', 'individual', 'diverse', 'background', 'life', 'experience', 'foster', 'culture', 'mutual', 'support', 'mentor', 'dh', 'community', 'university', 'nebraska', 'lincoln', 'develop', 'opportunity', 'community', 'engagement', 'include', 'involve', 'community', 'partner', 'project', 'stakeholder', 'consultant', 'work', 'sure', 'cdrh', 'ethical', 'partner', 'welcoming', 'intellectual', 'community', 'work', 'university', 'nebraska', 'lincoln', 'metric', 'measurable', 'increase', 'award', 'nomination', 'staff', 'student', 'faculty', 'ore', 'support', 'faculty', 'nomination', 'national', 'international', 'award', 'project', 'launch', 'project', 'expansion', 'celebration', 'public', 'acknowledgement', 'announcement', 'cdrh', 'member', 'accomplishment', 'listserv', 'social', 'medium', 'university', 'nebraska', 'lincoln', 'marketing', 'communication', 'channel', 'attendance', 'dh', 'afternoon', 'event', 'outreach', 'activity', 'welcome', 'dh', 'practitioner', 'campus', 'community', 'support', 'dh', 'bootcamp', 'decrease', 'barrier', 'entry', 'support', 'minimal', 'computing', 'intervention', 'workshop', 'presentation', 'project', 'share', 'experience', 'practice', 'guideline', 'interaction', 'outside', 'collaborator', 'descendent', 'community', 'people', 'entity', 'university', 'nebraska', 'lincoln', 'live', 'work', 'impact', 'objective', 'sustainability', 'organization', 'information', 'steward', 'cdrh', 'seek', 'improve', 'continually', 'organization', 'use', 'good', 'practice', 'steward', 'material', 'work', 'ethical', 'manner', 'end', 'wish', 'explicit', 'way', 'conduct', 'research', 'gather', 'preserve', 'datum', 'sustain', 'center', 'example', 'tactic', 'build', 'partnership', 'workflow', 'preservation', 'focus', 'department', 'organization', 'inside', 'outside', 'cdrh', 'aim', 'create', 'deposit', 'datum', 'create', 'cdrh', 'work', 'create', 'committee', 'develop', 'review', 'policy', 'cdrh', 'governance', 'document', 'check', 'alignment', 'cdrh', 'value', 'mission', 'necessary', 'recommendation', 'change', 'normalize', 'cdrh', 'communication', 'documentation', 'method', 'project', 'project', 'include', 'type', 'documentation', 'expect', 'back', 'condition', 'update', 'task', 'project', 'committee', 'recommend', 'project', 'archive', 'work', 'ensure', 'cdrh', 'adequate', 'funding', 'order', 'achieve', 'goal', 'fund', 'people', 'especially', 'light', 'shift', 'budget', 'model', 'metric', 'creation', 'workflow', 'deposit', 'material', 'increased', 'number', 'project', 'document', 'source', 'material', 'deposit', 'long', 'term', 'repository', 'creation', 'committee', 'oversee', 'development', 'revision', 'policy', 'alter', 'job', 'description', 'explicitly', 'include', 'work', 'require', 'prepare', 'datum', 'preservation', 'documentation', 'project', 'share', 'understanding', 'find', 'documentation', 'appendix', 'cdrh', 'strategic', 'planning', 'result', 'datum', 'gathering', 'having', 'establish', 'international', 'leader', 'field', 'cdrh', 'program', 'excellence', 'university', 'nebraska', 'lincoln', 'structural', 'budgetary', 'shift', 'underway', 'want', 'ensure', 'university', 'nebraska', 'lincoln', 'strength', 'dh', 'sustain', 'expand', 'follow', 'data', 'center', 'significantly', 'contribute', 'strategic', 'aim', 'research', 'innovation', 'interdisciplinarity', 'external', 'funding', 'target', 'inclusive', 'excellence', 'diversity', 'outreach', 'experiential', 'learning', 'brief', 'summary', 'finding', 'far', 'external', 'funding', 'cdrh', 'help', 'bring', 'million', 'external', 'funding', 'dh', 'project', 'average', 'cdrh', 'helps', 'bring', 'year', 'external', 'funding', 'external', 'grant', 'award', 'see', 'positive', 'growth', 'year', 'figure', 'external', 'grant', 'award', 'figure', 'cdrh', 'participate', 'grant', 'award', 'interdisciplinarity', 'experiential', 'learning', 'impact', 'term', 'experiential', 'learning', 'profound', 'student', 'work', 'cdrh', 'project', 'past', 'year', 'student', 'draw', 'different', 'major', 'department', 'college', 'ianr', 'library', 'uno', 'figure', 'majority', 'student', 'college', 'art', 'science', 'represent', 'different', 'department', 'program', 'cas', 'figure', 'provide', 'experiential', 'learning', 'opportunity', 'graduate', 'undergraduate', 'student', 'equal', 'measure', 'figure', 'student', 'major', 'figure', 'number', 'student', 'work', 'cdrh', 'project', 'list', 'major', 'student', 'college', 'figure', 'number', 'student', 'work', 'cdrh', 'project', 'list', 'college', 'student', 'level', 'figure', 'student', 'work', 'cdrh', 'project', 'list', 'level', 'grad', 'undergrad', 'postdoc', 'etc', 'research', 'impact', 'outreach', 'accord', 'web', 'statistic', 'cdrh', 'online', 'resource', 'reach', 'roughly', 'million', 'visitor', 'globally', 'year', 'number', 'grow', 'especially', 'light', 'increase', 'use', 'amidst', 'institutional', 'closure', 'inclusive', 'excellence', 'diversity', 'currently', 'cdrh', 'fellow', 'affiliate', 'department', 'anthropology', 'classic', 'religious', 'study', 'english', 'geography', 'history', 'modern', 'language', 'literature', 'woman', 'gender', 'study', 'landscape', 'architecture', 'library', 'digital', 'ethnic', 'study', 'cdrh', 'involve', 'digital', 'ethnic', 'study', 'initiative', 'nebraska', 'forum', 'host', 'intern', 'hbcu', 'future', 'effort', 'plan', 'allow'];[(6, 0.9991043)]
8;['mission', 'university', 'digital', 'scholarship', 'hub', 'cds', 'provide', 'expertise', 'service', 'teach', 'digital', 'scholarship', 'methodology', 'project', 'development', 'publication', 'order', 'advance', 'state', 'digital', 'scholarship', 'activate', 'guide', 'intellectual', 'exploration', 'creativity', 'collaboration', 'faculty', 'student', 'staff', 'department', 'center', 'campus', 'support', 'creation', 'new', 'scholarship', 'learning', 'innovative', 'scholarly', 'communication', 'goal', 'leader', 'digital', 'scholarship', 'digital', 'publication', 'highly', 'regard', 'quality', 'collaboration', 'finished', 'product', 'team', 'expertise', 'textual', 'analysis', 'social', 'medium', 'analysis', 'datum', 'modeling', 'management', 'gis', 'digital', 'publication', 'user', 'interface', 'design', 'visualization', 'offer', 'consultation', 'digital', 'method', 'tool', 'scholarly', 'discovery', 'event', 'share', 'research', 'program', 'digital', 'scholarship', 'method', 'good', 'practice', 'read', 'work', 'support', 'digital', 'research', 'outreach', 'project', 'lead', 'faculty', 'department', 'humanity', 'humanistic', 'social', 'science', 'explore', 'current', 'archived', 'project', 'digital', 'publication', 'initiative', 'generously', 'fund', 'andrew', 'mellon', 'foundation', 'support', 'development', 'publication', 'digital', 'scholarly', 'monograph', 'like', 'speak', 'relate', 'digital', 'scholarship', 'come', 'weekly', 'office', 'hour', 'send', 'email', 'history', 'cd', 'originate', 'scholarly', 'technology', 'group', 'computing', 'information', 'service', 'move', 'library', 'founding', 'cd', 'partner', 'series', 'early', 'paradigmatic', 'digital', 'scholarship', 'project', 'include', 'woman', 'writer', 'project', 'northeastern', 'george', 'landow', 'victorian', 'web', 'hypertext', 'found', 'member', 'centernet', 'worldwide', 'alliance', 'center', 'look', 'forward', 'work'];[(5, 0.40177953), (6, 0.59213996)]
9;['geographic', 'analysis', 'cga', 'establish', 'support', 'research', 'teaching', 'discipline', 'university', 'relate', 'geospatial', 'technology', 'method', 'work', 'entity', 'harvard', 'cga', 'strengthen', 'university', 'wide', 'geographic', 'information', 'system', 'gis', 'infrastructure', 'service', 'provide', 'common', 'platform', 'integration', 'spatial', 'datum', 'diverse', 'source', 'knowledge', 'multiple', 'discipline', 'enable', 'scholarly', 'research', 'use', 'improve', 'study', 'geospatial', 'analysis', 'technique', 'improve', 'ability', 'teach', 'gis', 'geospatial', 'datum', 'science', 'level', 'university', 'combine', 'consultation', 'service', 'technical', 'training', 'platform', 'development', 'sponsor', 'research', 'center', 'enable', 'diverse', 'range', 'research', 'project', 'involve', 'geospatial', 'analysis', 'gis', 'solution', 'offer', 'range', 'general', 'cartography', 'mapping', 'geographic', 'datum', 'collection', 'big', 'datum', 'processing', 'analysis', 'spatial', 'visualization', 'web', 'map', 'web', 'service', 'cga', 'actively', 'promote', 'geographic', 'reasoning', 'use', 'gis', 'harvard', 'curriculum', 'come', 'cga', 'access', 'hardware', 'software', 'datum', 'training', 'program', 'technical', 'workshop', 'individual', 'research', 'project', 'consulting', 'curriculum', 'support', 'harvard', 'course', 'monthly', 'seminar', 'colloquium', 'annual', 'conference', 'gis', 'topic', 'tool', 'gis', 'application', 'platform', 'online', 'collaborative', 'research'];[(4, 0.9916886)]
10;['use', 'digital', 'medium', 'democratize', 'history', 'roy', 'rosenzweig', 'use', 'digital', 'medium', 'computer', 'technology', 'democratize', 'history', 'incorporate', 'multiple', 'voice', 'reach', 'diverse', 'audience', 'encourage', 'popular', 'participation', 'present', 'preserve', 'past', 'found', 'direction', 'roy', 'rosenzweig', 'roy', 'rosenzweig', 'work', 'create', 'digital', 'history', 'software', 'free', 'fully', 'available', 'digital', 'project', 'emerge', 'engagement', 'practice', 'history', 'university', 'school', 'library', 'archive', 'museum', 'local', 'community', 'shape', 'collaboration', 'practitioner', 'audience', 'produce', 'team', 'researcher', 'developer', 'designer', 'graduate', 'undergraduate', 'student', 'project', 'attract', 'audience', 'million', 'unique', 'visitor', 'work', 'project', 'free', 'open', 'access', 'open', 'source', 'depend', 'grant', 'fund', 'government', 'agency', 'private', 'foundation', 'individual', 'believe', 'mission', 'contract', 'work', 'like', 'minded', 'organization', 'humanity', 'education', 'public', 'history', 'project', 'attract', 'audience', 'million', 'unique', 'visitor', 'endowment', 'provide', 'national', 'endowment', 'humanity', 'donor', 'support', 'college', 'humanity', 'social', 'science', 'department', 'history', 'art', 'history', 'george', 'mason', 'university', 'sustain', 'infrastructure', 'center', 'need', 'continue', 'support', 'people', 'like', 'help', 'continue', 'work', 'encourage', 'explore', 'project', 'know', 'staff', 'follow', 'activity', 'consider', 'work', 'collaborate', 'build', 'interesting'];[(0, 0.40267035), (1, 0.45829645), (6, 0.13312994)]
